id,type,sensorName,time,x,y,z,w
6,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282303,-9.428009,-3.3233678,1.2796954,0.0
1,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282323,-9.341821,-3.2228158,1.2605425,0.0
2,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282344,-9.265209,-3.1653574,1.2988482,0.0
8,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282364,-9.370549,-3.1892982,1.2413898,0.0
4,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282384,-9.466313,-3.2467568,1.2078724,0.0
7,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282404,-9.466313,-3.2467568,1.2078724,0.0
3,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282424,-9.389703,-3.2898505,1.2509661,0.0
5,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282445,-9.370549,-3.2036629,1.1408376,0.0
11,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282465,-9.313091,-3.1940866,1.2557544,0.0
13,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282486,-9.375339,-3.0935342,1.2988482,0.0
10,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282506,-9.4327965,-3.0743816,1.3323655,0.0
14,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282527,-9.39928,-3.0983226,1.3802475,0.0
15,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282548,-9.408855,-3.112687,1.3658829,0.0
18,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282568,-9.404068,-3.1749337,1.4424939,0.0
20,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282589,-9.4567375,-2.964253,1.4712232,0.0
23,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282609,-9.533349,-3.0217113,1.6052927,0.0
33,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282629,-9.499831,-3.3568852,1.538258,0.0
22,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282651,-9.471103,-3.0504405,1.5526226,0.0
21,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282670,-9.437585,-3.0169232,1.5334697,0.0
31,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282692,-9.408855,-3.1462045,1.4855878,0.0
35,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282712,-9.423221,-3.0983226,1.4472822,0.0
27,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282732,-9.4327965,-3.1653574,1.3898238,0.0
37,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282753,-9.39928,-3.1509929,1.3084245,0.0
46,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282773,-9.365762,-3.1270518,1.3180008,0.0
42,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282793,-9.360973,-3.136628,1.2366015,0.0
45,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282813,-9.380127,-3.088746,1.174355,0.0
47,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282834,-9.3513975,-3.136628,1.126473,0.0
51,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282853,-9.356186,-3.107899,1.102532,0.0
62,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282874,-9.322667,-3.208451,1.078591,0.0
65,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282894,-9.356186,-3.112687,1.1073202,0.0
66,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282914,-9.39449,-3.0695932,1.0977439,0.0
76,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282934,-9.380127,-3.1701455,1.1073202,0.0
70,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282955,-9.408855,-3.136628,1.1408376,0.0
74,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282974,-9.47589,-3.13184,1.174355,0.0
84,runtime,"lsm6dso Accelerometer Non-wakeup",1632703282995,-9.39449,-3.083958,1.1647786,0.0
92,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283015,-9.447162,-3.0743816,1.1935077,0.0
101,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283035,-9.461526,-3.0935342,1.3084245,0.0
96,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283055,-9.461526,-3.0408642,1.3323655,0.0
93,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283075,-9.423221,-3.0408642,1.2940599,0.0
98,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283095,-9.471103,-3.1174753,1.3419418,0.0
107,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283115,-9.423221,-3.088746,1.418553,0.0
112,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283136,-9.518985,-2.9977703,1.3898238,0.0
109,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283156,-9.514195,-3.0312877,1.3898238,0.0
127,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283176,-9.447162,-3.0025585,1.4472822,0.0
117,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283196,-9.518985,-2.9738295,1.4041885,0.0
134,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283215,-9.499831,-2.964253,1.3706712,0.0
118,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283235,-9.499831,-2.9929824,1.4089766,0.0
141,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283256,-9.566867,-2.9834058,1.3515183,0.0
140,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283276,-9.586019,-2.964253,1.3227891,0.0
138,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283295,-9.50462,-2.9307356,1.3371537,0.0
146,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283316,-9.509408,-2.791878,1.3275772,0.0
149,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283336,-9.509408,-2.8732772,1.2509661,0.0
165,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283356,-9.413644,-2.8828537,1.222237,0.0
160,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283376,-9.461526,-2.9594648,1.2940599,0.0
170,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283396,-9.495044,-2.9834058,1.2126604,0.0
174,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283416,-9.5381365,-2.9451003,1.2557544,0.0
168,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283437,-9.595595,-2.916371,1.2509661,0.0
169,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283456,-9.499831,-2.844548,1.2126604,0.0
183,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283477,-9.447162,-2.964253,1.2701188,0.0
180,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283497,-9.428009,-3.0408642,1.2557544,0.0
187,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283518,-9.480679,-2.988194,1.2940599,0.0
188,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283537,-9.47589,-2.8876417,1.3084245,0.0
194,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283557,-9.47589,-2.8732772,1.2892717,0.0
201,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283577,-9.566867,-2.868489,1.3227891,0.0
196,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283597,-9.514195,-2.8828537,1.2557544,0.0
220,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283618,-9.523772,-2.8780656,1.3036362,0.0
211,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283638,-9.5620775,-2.7870898,1.2701188,0.0
212,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283658,-9.447162,-2.8158188,1.3036362,0.0
218,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283678,-9.428009,-2.8253953,1.2509661,0.0
217,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283698,-9.466313,-2.9020066,1.1887196,0.0
226,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283719,-9.495044,-2.8972182,1.2509661,0.0
224,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283739,-9.495044,-2.8541245,1.2413898,0.0
239,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283759,-9.571654,-2.868489,1.2366015,0.0
233,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283779,-9.5381365,-2.9451003,1.1168966,0.0
243,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283799,-9.485467,-2.9977703,1.1647786,0.0
252,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283820,-9.552502,-3.060017,1.198296,0.0
249,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283840,-9.518985,-3.0169232,1.2126604,0.0
253,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283860,-9.461526,-2.9690413,1.2078724,0.0
258,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283880,-9.490254,-2.9498885,1.2174487,0.0
266,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283900,-9.480679,-3.060017,1.2030841,0.0
264,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283920,-9.461526,-3.012135,1.2030841,0.0
281,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283940,-9.4567375,-2.964253,1.2461779,0.0
262,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283961,-9.518985,-3.012135,1.2366015,0.0
276,runtime,"lsm6dso Accelerometer Non-wakeup",1632703283980,-9.552502,-2.9834058,1.2940599,0.0
279,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284001,-9.576443,-3.0217113,1.3180008,0.0
307,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284020,-9.566867,-2.9211593,1.2796954,0.0
288,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284041,-9.5620775,-2.868489,1.3084245,0.0
301,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284061,-9.576443,-2.940312,1.2892717,0.0
297,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284081,-9.58123,-2.9738295,1.2701188,0.0
310,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284101,-9.576443,-2.9020066,1.2366015,0.0
298,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284122,-9.552502,-2.796666,1.2653307,0.0
313,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284141,-9.552502,-2.7056904,1.2796954,0.0
319,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284162,-9.58123,-2.772725,1.2653307,0.0
315,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284182,-9.523772,-2.7583606,1.2701188,0.0
326,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284202,-9.619536,-2.7535722,1.2461779,0.0
325,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284223,-9.552502,-2.743996,1.2413898,0.0
332,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284243,-9.514195,-2.7056904,1.2844834,0.0
338,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284263,-9.5381365,-2.7392077,1.3180008,0.0
337,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284283,-9.557289,-2.7583606,1.2605425,0.0
335,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284303,-9.542926,-2.820607,1.2461779,0.0
347,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284323,-9.571654,-2.820607,1.2509661,0.0
366,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284343,-9.58123,-2.844548,1.2318133,0.0
350,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284363,-9.595595,-2.8876417,1.2509661,0.0
356,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284383,-9.571654,-2.7823014,1.2605425,0.0
360,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284404,-9.5381365,-2.743996,1.222237,0.0
362,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284424,-9.495044,-2.8349717,1.2605425,0.0
361,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284444,-9.605171,-2.8780656,1.2461779,0.0
372,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284464,-9.542926,-2.8397598,1.2174487,0.0
374,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284484,-9.614749,-2.796666,1.2366015,0.0
393,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284504,-9.514195,-2.8301835,1.2030841,0.0
385,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284524,-9.528561,-2.89243,1.150414,0.0
398,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284545,-9.571654,-2.868489,1.1599903,0.0
407,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284564,-9.586019,-2.8637009,1.1695668,0.0
392,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284585,-9.614749,-2.8732772,1.1839314,0.0
402,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284606,-9.60996,-2.9067945,1.1839314,0.0
411,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284625,-9.514195,-2.8780656,1.2557544,0.0
408,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284645,-9.542926,-2.868489,1.2988482,0.0
416,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284666,-9.576443,-2.8828537,1.2749071,0.0
415,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284686,-9.586019,-2.8110309,1.2701188,0.0
421,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284706,-9.480679,-2.7870898,1.3563064,0.0
431,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284726,-9.619536,-2.8732772,1.3275772,0.0
439,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284746,-9.605171,-2.9546766,1.3658829,0.0
428,runtime,"lsm6dso Accelerometer Non-wakeup",1632703284766,-9.518985,-2.8397598,1.3658829,0.0
